レース情報,馬番,馬名,騎手名,基準オッズ,基準人気順位,ラップ適性,ラップキャラ,展開順位,展開ゴール差,先行力,追走力,持久力,持続力,瞬発力,ＳＴ指数,仕上指数,合計値,合計値順位,,先行力順位,追走力順位,持久力順位,持続力順位,瞬発力順位,ＳＴ指数順位,仕上指数順位,着,人,単勝
阪神2R　２歳未勝利２歳(馬齢)　芝1400ｍ　10:25発走,08,アンラッシュ,藤岡佑,29.5,9,高速底力,ピッタリ,14,46,44,38,36,32,38,13,37,-30,14,,11.0,13.0,13.0,14.0,12.0,14.0,11.0,7,8,43.4
阪神2R　２歳未勝利２歳(馬齢)　芝1400ｍ　10:25発走,09,キコクイーン,鮫島駿,11.6,4,中速瞬発,,5,17,54,55,53,54,53,34,40,-6,6,,7.0,4.0,6.0,5.0,4.0,6.0,4.0,2,5,12.6
阪神2R　２歳未勝利２歳(馬齢)　芝1400ｍ　10:25発走,10,ジョーノベリスタ,長岡禎,53.1,13,低速スタミナ,,11,27,43,48,54,54,52,22,31,-27,13,,12.0,9.0,4.0,5.0,5.0,9.0,14.0,14,14,389.1
阪神2R　２歳未勝利２歳(馬齢)　芝1400ｍ　10:25発走,11,イベリス,武　豊,3.4,2,高速持続,カスリ,4,17,27,33,49,65,66,37,46,3,3,,14.0,14.0,9.0,1.0,1.0,2.0,2.0,4,2,3.1
阪神2R　２歳未勝利２歳(馬齢)　芝1400ｍ　10:25発走,12,シャイリースマイル,川又賢,69.8,14,超高速スタミナ,,10,27,56,40,27,40,51,22,36,-22,10,,6.0,11.0,14.0,12.0,7.0,9.0,12.0,12,13,382.7
阪神2R　２歳未勝利２歳(馬齢)　芝1400ｍ　10:25発走,13,エターナルメモリー,荻野極,35.4,10,高速底力,ピッタリ,13,36,59,61,58,35,30,19,39,-22,11,,3.0,3.0,3.0,13.0,14.0,13.0,6.0,13,12,263.2
阪神2R　２歳未勝利２歳(馬齢)　芝1400ｍ　10:25発走,14,ドナウデルタ,ルメー,2.0,1,高速持続,カスリ,2,6,32,39,54,64,64,37,50,7,2,,13.0,12.0,4.0,2.0,2.0,2.0,1.0,1,1,2.4
阪神3R　２歳未勝利２歳(馬齢)　芝1200ｍ　10:55発走,01,コスモソレイユ,柴田未,47.7,10,中速瞬発,,11,33,32,38,49,45,45,20,34,-26,10,,13.0,12.0,11.0,10.0,9.0,10.0,10.0,12,11,231.0
阪神3R　２歳未勝利２歳(馬齢)　芝1200ｍ　10:55発走,02,タゴム,和田竜,21.8,7,超高速底力,カスリ,7,14,54,56,55,53,46,15,39,-26,11,,5.0,4.0,3.0,6.0,8.0,12.0,5.0,13,10,77.8
阪神3R　２歳未勝利２歳(馬齢)　芝1200ｍ　10:55発走,03,キュウドウクン,川又賢,58.6,11,高速バランス,,10,25,51,51,50,44,41,22,39,-19,9,,8.0,7.0,10.0,11.0,11.0,9.0,5.0,5,8,45.4
阪神3R　２歳未勝利２歳(馬齢)　芝1200ｍ　10:55発走,04,セデックカズマ,幸英明,10.8,4,中速瞬発,,4,11,53,26,17,27,69,23,40,-17,8,,6.0,13.0,13.0,13.0,1.0,8.0,4.0,4,6,13.7
阪神3R　２歳未勝利２歳(馬齢)　芝1200ｍ　10:55発走,05,スカーヴァティ,北村友,3.4,2,高速スタミナ,カスリ,3,7,65,63,56,52,44,39,44,3,1,,1.0,1.0,1.0,7.0,10.0,2.0,1.0,6,1,3.0
阪神3R　２歳未勝利２歳(馬齢)　芝1200ｍ　10:55発走,06,エイシンオリヒメ,松山弘,15.1,5,超高速底力,カスリ,1,0,64,63,56,65,62,46,35,1,2,,2.0,1.0,1.0,1.0,3.0,1.0,9.0,2,4,8.0
阪神3R　２歳未勝利２歳(馬齢)　芝1200ｍ　10:55発走,07,エイティーンガール,武　豊,2.8,1,超高速スタミナ,,2,6,56,58,55,65,63,35,43,-2,3,,3.0,3.0,3.0,1.0,2.0,3.0,2.0,1,3,4.9
阪神3R　２歳未勝利２歳(馬齢)　芝1200ｍ　10:55発走,08,ヴィジョニア,水口優,63.9,12,低速バランス,,13,37,34,42,51,39,33,17,29,-34,12,,12.0,11.0,9.0,12.0,13.0,11.0,13.0,11,12,235.4
阪神3R　２歳未勝利２歳(馬齢)　芝1200ｍ　10:55発走,09,グレーフィンソニア,ルメー,3.6,3,超高速持続,,6,14,46,50,53,54,50,26,43,-11,5,,10.0,8.0,7.0,4.0,6.0,7.0,2.0,3,2,3.4
阪神3R　２歳未勝利２歳(馬齢)　芝1200ｍ　10:55発走,10,パーティーアニマル,丹内祐,63.9,13,中速スタミナ,,12,35,35,43,53,46,40,0,33,-47,13,,11.0,10.0,7.0,9.0,12.0,13.0,11.0,8,13,330.7
阪神3R　２歳未勝利２歳(馬齢)　芝1200ｍ　10:55発走,11,マーニ,藤岡康,27.8,9,高速瞬発,,5,13,55,56,54,57,54,30,36,-14,7,,4.0,4.0,5.0,3.0,5.0,6.0,8.0,7,9,49.0
阪神3R　２歳未勝利２歳(馬齢)　芝1200ｍ　10:55発走,12,サルース,富田暁,25.1,8,高速瞬発,,8,17,50,53,54,54,49,31,39,-10,4,,9.0,6.0,5.0,4.0,7.0,5.0,5.0,9,7,33.5
阪神3R　２歳未勝利２歳(馬齢)　芝1200ｍ　10:55発走,13,ニシノバモス,丸山元,16.2,6,中速瞬発,,9,17,53,50,47,50,55,34,33,-13,6,,6.0,8.0,12.0,8.0,4.0,4.0,11.0,10,5,13.1
阪神4R　３歳未勝利３歳(馬齢)　ダ1400ｍ　11:25発走,01,ワイルドアクター,田村太,166.5,16,高速持続,,14,33,32,28,43,45,47,23,22,-39,16,,16.0,16.0,13.0,13.0,9.0,15.0,16.0,16,16,591.8
阪神4R　３歳未勝利３歳(馬齢)　ダ1400ｍ　11:25発走,02,ブライトパス,北村友,8.7,6,超高速スタミナ,,3,7,63,61,47,50,51,47,42,5,2,,3.0,2.0,10.0,9.0,8.0,4.0,2.0,2,4,8.0
阪神4R　３歳未勝利３歳(馬齢)　ダ1400ｍ　11:25発走,03,フッフール,松田大,51.5,14,,,8,18,47,50,56,57,55,26,35,-23,12,,9.0,7.0,4.0,4.0,6.0,12.0,12.0,7,13,126.2
阪神4R　３歳未勝利３歳(馬齢)　ダ1400ｍ　11:25発走,04,カネトシピュール,服部寿,44.5,12,超高速スタミナ,,5,13,64,61,44,50,53,29,34,-21,11,,2.0,2.0,12.0,9.0,7.0,11.0,13.0,10,11,83.7
阪神4R　３歳未勝利３歳(馬齢)　ダ1400ｍ　11:25発走,05,サハラデザート,ルメー,2.9,1,低速スタミナ,カスリ,1,0,50,51,51,67,68,48,42,6,1,,8.0,6.0,7.0,1.0,1.0,3.0,2.0,3,1,3.0
阪神4R　３歳未勝利３歳(馬齢)　ダ1400ｍ　11:25発走,06,シーシャンティ,松山弘,19.6,7,中速バランス,,12,31,38,46,66,54,47,24,42,-18,9,,15.0,11.0,2.0,6.0,9.0,13.0,2.0,6,8,29.9
阪神4R　３歳未勝利３歳(馬齢)　ダ1400ｍ　11:25発走,07,ゴールドホイッスル,松若風,22.0,8,超低速スタミナ,,4,13,61,72,71,52,42,37,30,-17,8,,4.0,1.0,1.0,8.0,13.0,8.0,15.0,4,7,23.3
阪神4R　３歳未勝利３歳(馬齢)　ダ1400ｍ　11:25発走,08,リリーマーキュリー,藤懸貴,111.2,15,超高速スタミナ,,15,34,39,40,51,46,45,9,37,-38,15,,14.0,14.0,7.0,12.0,11.0,1.0,11.0,9,15,408.4
阪神4R　３歳未勝利３歳(馬齢)　ダ1400ｍ　11:25発走,09,メラナイト,鮫島駿,3.9,2,中速持続,,9,19,44,47,55,59,57,36,46,-2,5,,11.0,10.0,5.0,3.0,4.0,9.0,1.0,1,2,3.3
阪神4R　３歳未勝利３歳(馬齢)　ダ1400ｍ　11:25発走,10,アストルム,武　豊,8.2,4,高速スタミナ,カスリ,11,27,44,46,53,47,45,17,32,-35,13,,11.0,11.0,6.0,11.0,11.0,16.0,14.0,8,5,9.4
阪神4R　３歳未勝利３歳(馬齢)　ダ1400ｍ　11:25発走,11,ヴィヴ,和田竜,33.8,10,中速スタミナ,ピッタリ,7,17,41,40,47,56,57,24,41,-19,10,,13.0,14.0,10.0,5.0,4.0,13.0,6.0,13,10,71.8
阪神4R　３歳未勝利３歳(馬齢)　ダ1400ｍ　11:25発走,12,リリーコサージュ,西村淳,27.4,9,中速底力,カスリ,13,32,52,57,59,42,37,39,41,-4,6,,7.0,5.0,3.0,14.0,15.0,7.0,6.0,12,12,97.8
阪神4R　３歳未勝利３歳(馬齢)　ダ1400ｍ　11:25発走,13,メイショウマキシム,荻野極,35.2,11,中速スタミナ,ピッタリ,10,26,65,59,38,36,39,32,41,-11,7,,1.0,4.0,14.0,15.0,14.0,10.0,6.0,14,9,47.9
阪神4R　３歳未勝利３歳(馬齢)　ダ1400ｍ　11:25発走,14,メイショウカグヤマ,岩崎翼,51.3,13,超低速底力,,16,39,58,50,34,25,29,8,39,-37,14,,5.0,7.0,15.0,16.0,16.0,2.0,10.0,15,14,130.6
阪神4R　３歳未勝利３歳(馬齢)　ダ1400ｍ　11:25発走,15,ビッグデータ,四位洋,8.6,5,低速スタミナ,カスリ,6,14,45,45,49,63,64,42,42,0,4,,10.0,13.0,9.0,2.0,2.0,6.0,2.0,11,3,6.4
阪神4R　３歳未勝利３歳(馬齢)　ダ1400ｍ　11:25発走,16,リリアンローズ,小牧太,6.6,3,高速スタミナ,カスリ,2,6,56,48,34,54,62,47,41,4,3,,6.0,9.0,15.0,6.0,3.0,4.0,6.0,5,6,12.1
阪神5R　２歳新馬２歳(馬齢)　芝外1800ｍ　12:15発走,01,バーンスター,藤岡康,40.5,13,,,8,25,47,45,43,46,49,26,37,-21,8,,6.0,7.0,10.0,7.0,7.0,7.0,12.0,8,13,172.6
阪神5R　２歳新馬２歳(馬齢)　芝外1800ｍ　12:15発走,02,ヴァリアント,幸英明,5.3,3,,,5,13,62,62,62,56,51,38,43,-3,5,,3.0,3.0,4.0,5.0,6.0,5.0,2.0,5,3,7.6
阪神5R　２歳新馬２歳(馬齢)　芝外1800ｍ　12:15発走,03,サラミス,川田将,9.4,5,,,4,11,43,44,44,60,68,40,42,-2,4,,12.0,8.0,9.0,4.0,1.0,4.0,4.0,10,4,7.7
阪神5R　２歳新馬２歳(馬齢)　芝外1800ｍ　12:15発走,04,ヴァルトブルク,浜中俊,17.8,7,,,7,25,44,44,45,45,46,26,39,-19,7,,11.0,8.0,6.0,8.0,8.0,7.0,11.0,9,9,62.9
阪神5R　２歳新馬２歳(馬齢)　芝外1800ｍ　12:15発走,05,ラッキーバローズ,鮫島駿,37.1,12,,,10,28,41,42,45,43,43,20,41,-23,10,,13.0,13.0,6.0,9.0,10.0,11.0,6.0,11,10,92.0
阪神5R　２歳新馬２歳(馬齢)　芝外1800ｍ　12:15発走,06,チャリスオブオナー,荻野極,33.7,11,,,13,30,45,43,41,40,41,20,30,-34,14,,8.0,11.0,13.0,12.0,11.0,11.0,13.0,12,12,137.7
阪神5R　２歳新馬２歳(馬齢)　芝外1800ｍ　12:15発走,07,サトノルークス,ルメー,2.9,1,,,1,0,67,68,68,67,65,49,46,11,1,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2,1,2.3
阪神5R　２歳新馬２歳(馬齢)　芝外1800ｍ　12:15発走,08,マイネルウィルトス,丹内祐,22.3,9,,,14,35,34,37,42,37,35,17,41,-26,12,,14.0,14.0,12.0,14.0,14.0,14.0,6.0,3,6,25.3
阪神5R　２歳新馬２歳(馬齢)　芝外1800ｍ　12:15発走,09,ブリッツアウェイ,松若風,15.2,6,,,6,16,52,53,54,55,55,35,41,-8,6,,5.0,5.0,5.0,6.0,5.0,6.0,6.0,4,7,28.2
阪神5R　２歳新馬２歳(馬齢)　芝外1800ｍ　12:15発走,10,ジェンメオ,藤岡佑,19.9,8,,,11,28,45,44,43,43,44,21,30,-33,13,,8.0,8.0,10.0,9.0,9.0,9.0,13.0,13,8,49.6
阪神5R　２歳新馬２歳(馬齢)　芝外1800ｍ　12:15発走,11,アールジオール,松山弘,6.5,4,,,3,9,67,67,65,63,60,46,43,5,2,,1.0,2.0,2.0,2.0,4.0,2.0,2.0,6,2,3.8
阪神5R　２歳新馬２歳(馬齢)　芝外1800ｍ　12:15発走,12,タイガーアチーヴ,森裕太,56.1,14,,,12,30,45,43,40,40,41,20,40,-24,11,,8.0,11.0,14.0,12.0,11.0,11.0,9.0,7,14,302.8
阪神5R　２歳新馬２歳(馬齢)　芝外1800ｍ　12:15発走,13,ゴータイミング,武　豊,4.7,2,,,2,8,60,62,64,63,61,46,42,4,3,,4.0,3.0,3.0,2.0,3.0,2.0,4.0,1,5,10.2
阪神5R　２歳新馬２歳(馬齢)　芝外1800ｍ　12:15発走,14,セイウンスクープ,和田竜,25.5,10,,,9,27,47,46,45,41,39,21,40,-23,9,,6.0,6.0,6.0,11.0,13.0,9.0,9.0,14,11,103.5
阪神6R　２歳新馬２歳(馬齢)　ダ1800ｍ　12:45発走,01,ルバクオーリ,ルメー,4.9,2,,,2,7,56,58,60,57,53,29,41,-12,3,,4.0,3.0,3.0,3.0,5.0,4.0,2.0,4,2,4.2
阪神6R　２歳新馬２歳(馬齢)　ダ1800ｍ　12:45発走,02,ノヴェッラ,北村友,11.1,5,,,5,19,50,49,48,41,36,18,45,-19,5,,6.0,6.0,7.0,9.0,12.0,8.0,1.0,3,8,24.2
阪神6R　２歳新馬２歳(馬齢)　ダ1800ｍ　12:45発走,03,グランデラクール,松山弘,22.7,9,,,11,30,42,43,44,41,41,14,35,-33,10,,8.0,8.0,8.0,9.0,10.0,9.0,10.0,8,10,86.4
阪神6R　２歳新馬２歳(馬齢)　ダ1800ｍ　12:45発走,04,ショウナンマンカイ,丸山元,12.4,7,,,9,27,42,41,40,41,43,13,39,-30,8,,8.0,9.0,10.0,9.0,9.0,11.0,5.0,5,7,17.9
阪神6R　２歳新馬２歳(馬齢)　ダ1800ｍ　12:45発走,05,ケンブリッジウルス,国分優,38.3,12,,,12,34,39,38,37,38,40,9,29,-44,12,,11.0,12.0,12.0,12.0,11.0,1.0,12.0,9,12,284.5
阪神6R　２歳新馬２歳(馬齢)　ダ1800ｍ　12:45発走,06,キンゲン,池添謙,9.1,4,,,4,16,57,54,50,54,56,26,38,-18,4,,3.0,4.0,5.0,5.0,3.0,6.0,6.0,1,4,11.4
阪神6R　２歳新馬２歳(馬齢)　ダ1800ｍ　12:45発走,07,モズダッシュスター,古川吉,8.4,3,,,1,0,67,67,67,72,74,42,41,1,1,,1.0,2.0,2.0,1.0,1.0,2.0,2.0,7,3,6.4
阪神6R　２歳新馬２歳(馬齢)　ダ1800ｍ　12:45発走,08,レオンコロナ,和田竜,25.0,11,,,7,24,37,39,42,43,44,12,36,-34,11,,12.0,11.0,9.0,8.0,8.0,12.0,8.0,2,9,51.3
阪神6R　２歳新馬２歳(馬齢)　ダ1800ｍ　12:45発走,09,ゴッドイーサン,幸英明,21.8,8,,,10,29,40,40,40,45,49,14,36,-32,9,,10.0,10.0,10.0,7.0,7.0,9.0,8.0,6,11,105.9
阪神6R　２歳新馬２歳(馬齢)　ダ1800ｍ　12:45発走,10,コパノジョウオー,藤岡康,11.6,6,,,6,19,55,54,54,55,55,27,35,-20,6,,5.0,4.0,4.0,4.0,4.0,5.0,10.0,11,5,15.3
阪神6R　２歳新馬２歳(馬齢)　ダ1800ｍ　12:45発走,11,ノーヴァレンダ,川田将,2.2,1,,,3,7,67,68,68,63,59,37,41,-4,2,,1.0,1.0,1.0,2.0,2.0,3.0,2.0,中止,1,2.2
阪神6R　２歳新馬２歳(馬齢)　ダ1800ｍ　12:45発走,12,サンライズアカシア,藤懸貴,24.8,10,,,8,24,49,49,50,50,50,20,37,-25,7,,7.0,6.0,5.0,6.0,6.0,7.0,7.0,10,6,15.8
阪神7R　３歳上500万下３歳上(定量)　ダ1200ｍ　13:15発走,01,エッシャー,幸英明,5.6,3,中速スタミナ,ピッタリ,2,6,63,62,53,59,59,59,54,5,2,,3.0,3.0,5.0,4.0,4.0,2.0,4.0,1,3,6.2
阪神7R　３歳上500万下３歳上(定量)　ダ1200ｍ　13:15発走,02,ハッシュタグ,川又賢,38.5,10,中速スタミナ,ピッタリ,4,13,41,45,61,59,57,49,54,-5,9,,13.0,11.0,2.0,4.0,5.0,9.0,4.0,8,7,28.8
阪神7R　３歳上500万下３歳上(定量)　ダ1200ｍ　13:15発走,03,ヌーディーカラー,ルメー,3.1,2,低速バランス,,1,0,46,44,38,65,68,53,58,3,3,,10.0,13.0,15.0,1.0,1.0,6.0,2.0,2,2,4.7
阪神7R　３歳上500万下３歳上(定量)　ダ1200ｍ　13:15発走,04,エイスノート,藤岡康,11.5,4,低速底力,,7,16,60,61,56,47,46,48,59,-1,6,,4.0,4.0,4.0,10.0,10.0,10.0,1.0,3,4,9.1
阪神7R　３歳上500万下３歳上(定量)　ダ1200ｍ　13:15発走,05,イナズママンボ,富田暁,25.7,6,低速スタミナ,カスリ,12,26,48,47,45,44,45,53,53,-2,7,,8.0,8.0,13.0,12.0,11.0,6.0,7.0,6,8,40.5
阪神7R　３歳上500万下３歳上(定量)　ダ1200ｍ　13:15発走,06,ナムラスパルタクス,長岡禎,67.1,13,超低速底力,,10,21,43,46,59,58,57,54,51,-3,8,,12.0,10.0,3.0,6.0,5.0,5.0,10.0,9,11,143.0
阪神7R　３歳上500万下３歳上(定量)　ダ1200ｍ　13:15発走,07,フィールブリーズ,荻野極,32.1,8,超低速持続,,6,15,50,50,49,62,62,56,52,0,5,,6.0,6.0,9.0,2.0,2.0,4.0,9.0,12,9,43.3
阪神7R　３歳上500万下３歳上(定量)　ダ1200ｍ　13:15発走,08,ポーラーブレイズ,小崎綾,71.4,14,超高速スタミナ,,16,35,36,37,49,42,42,30,35,-43,16,,16.0,15.0,9.0,13.0,12.0,15.0,16.0,10,15,442.9
阪神7R　３歳上500万下３歳上(定量)　ダ1200ｍ　13:15発走,09,ピラミッドファラオ,高田潤,84.1,15,低速瞬発,,14,32,39,35,27,31,35,31,42,-35,15,,15.0,16.0,16.0,16.0,15.0,14.0,13.0,7,14,390.2
阪神7R　３歳上500万下３歳上(定量)　ダ1200ｍ　13:15発走,10,ファビラスヒーロー,義英真,18.0,5,中速スタミナ,ピッタリ,3,12,72,70,53,41,40,46,53,-9,11,,1.0,1.0,5.0,14.0,14.0,12.0,7.0,5,6,28.1
阪神7R　３歳上500万下３歳上(定量)　ダ1200ｍ　13:15発走,11,ツウカイウイング,川須栄,47.5,11,中速底力,カスリ,8,18,47,47,50,62,62,59,41,-8,10,,9.0,8.0,8.0,2.0,2.0,2.0,15.0,11,10,133.1
阪神7R　３歳上500万下３歳上(定量)　ダ1200ｍ　13:15発走,12,スマートギャツビー,和田竜,36.9,9,低速スタミナ,カスリ,15,34,40,42,51,33,32,41,51,-16,12,,14.0,14.0,7.0,15.0,16.0,13.0,10.0,14,12,168.3
阪神7R　３歳上500万下３歳上(定量)　ダ1200ｍ　13:15発走,13,メイショウラケーテ,武　豊,2.2,1,超低速瞬発,,5,14,55,53,47,49,49,62,54,8,1,,5.0,5.0,11.0,9.0,9.0,1.0,4.0,4,1,1.7
阪神7R　３歳上500万下３歳上(定量)　ダ1200ｍ　13:15発走,14,ヨドノナイト,服部寿,56.0,12,低速スタミナ,カスリ,11,22,65,69,74,47,41,29,45,-34,14,,2.0,2.0,1.0,10.0,13.0,16.0,12.0,15,16,519.2
阪神7R　３歳上500万下３歳上(定量)　ダ1200ｍ　13:15発走,15,パワーアッシュ,酒井学,128.7,16,低速スタミナ,カスリ,13,27,45,45,46,50,51,48,42,-18,13,,11.0,11.0,12.0,7.0,8.0,10.0,13.0,13,13,199.5
阪神7R　３歳上500万下３歳上(定量)　ダ1200ｍ　13:15発走,16,セトノシャトル,松山弘,31.5,7,中速スタミナ,ピッタリ,9,19,50,48,41,50,52,52,57,1,4,,6.0,7.0,14.0,7.0,7.0,8.0,3.0,16,5,21.7
阪神8R　３歳上500万下３歳上(定量)　芝外2600ｍ　13:50発走,01,マナローラ,藤岡康,35.5,9,低速バランス,,8,19,45,47,50,56,57,62,44,-8,9,,12.0,12.0,8.0,4.0,4.0,1.0,16.0,8,8,23.6
阪神8R　３歳上500万下３歳上(定量)　芝外2600ｍ　13:50発走,02,ファイナンス,松山弘,33.6,8,中速バランス,,12,22,61,55,45,40,42,49,50,-15,14,,2.0,7.0,12.0,14.0,13.0,11.0,15.0,13,12,107.5
阪神8R　３歳上500万下３歳上(定量)　芝外2600ｍ　13:50発走,03,プリンスオブペスカ,幸英明,2.9,1,低速瞬発,,6,18,37,47,60,63,57,62,60,8,2,,14.0,12.0,3.0,2.0,4.0,1.0,4.0,4,2,3.8
阪神8R　３歳上500万下３歳上(定量)　芝外2600ｍ　13:50発走,04,クェスタボルタ,菱田裕,79.2,14,中速持続,,16,27,59,51,40,33,38,46,56,-12,13,,3.0,9.0,13.0,15.0,15.0,15.0,6.0,取消,,---
阪神8R　３歳上500万下３歳上(定量)　芝外2600ｍ　13:50発走,05,ディバインブリーズ,川田将,11.0,5,低速持続,,4,11,47,49,51,53,53,52,62,0,5,,10.0,11.0,7.0,7.0,7.0,7.0,3.0,2,5,8.4
阪神8R　３歳上500万下３歳上(定量)　芝外2600ｍ　13:50発走,06,ドンアルゴス,浜中俊,5.2,3,低速瞬発,,15,24,29,24,32,50,65,48,57,-9,12,,16.0,16.0,16.0,9.0,2.0,13.0,5.0,1,3,6.2
阪神8R　３歳上500万下３歳上(定量)　芝外2600ｍ　13:50発走,07,ケンイーサリアム,富田暁,147.3,16,低速スタミナ,,13,23,53,46,40,41,48,18,51,-45,16,,8.0,14.0,13.0,13.0,9.0,16.0,13.0,14,13,139.8
阪神8R　３歳上500万下３歳上(定量)　芝外2600ｍ　13:50発走,08,エールブリリアンツ,松若風,45.5,11,超低速底力,,9,20,65,61,50,33,29,49,56,-9,11,,1.0,1.0,8.0,15.0,16.0,11.0,6.0,9,10,96.1
阪神8R　３歳上500万下３歳上(定量)　芝外2600ｍ　13:50発走,09,プティットクルール,田中健,47.7,12,低速底力,,3,11,50,60,67,58,46,53,56,-5,7,,9.0,2.0,2.0,3.0,11.0,6.0,6.0,5,9,69.6
阪神8R　３歳上500万下３歳上(定量)　芝外2600ｍ　13:50発走,10,マサハヤスター,武　豊,15.1,7,超低速スタミナ,,14,24,46,51,57,49,43,51,56,-7,8,,11.0,9.0,4.0,10.0,12.0,9.0,6.0,6,6,11.5
阪神8R　３歳上500万下３歳上(定量)　芝外2600ｍ　13:50発走,11,エンドゲーム,中井裕,98.7,15,中速持続,,11,22,34,29,35,55,69,50,56,-8,10,,15.0,15.0,15.0,5.0,1.0,10.0,6.0,7,11,101.4
阪神8R　３歳上500万下３歳上(定量)　芝外2600ｍ　13:50発走,12,レンジャックマン,川島信,40.1,10,中速バランス,,5,16,59,56,49,47,47,54,56,-4,6,,3.0,6.0,10.0,11.0,10.0,5.0,6.0,10,14,144.0
阪神8R　３歳上500万下３歳上(定量)　芝外2600ｍ　13:50発走,13,ニッポンテイオー,和田竜,7.9,4,中速バランス,,2,8,57,58,54,54,52,52,67,5,3,,6.0,4.0,5.0,6.0,8.0,7.0,2.0,11,4,7.8
阪神8R　３歳上500万下３歳上(定量)　芝外2600ｍ　13:50発走,14,ナルハヤ,柴田未,12.1,6,低速バランス,,10,21,58,57,52,43,40,61,56,3,4,,5.0,5.0,6.0,12.0,14.0,3.0,6.0,12,7,16.2
阪神8R　３歳上500万下３歳上(定量)　芝外2600ｍ　13:50発走,15,イージーマネー,川又賢,77.5,13,超低速バランス,,7,19,54,52,48,53,55,47,51,-16,15,,7.0,8.0,11.0,7.0,6.0,14.0,13.0,取消,,---
阪神8R　３歳上500万下３歳上(定量)　芝外2600ｍ　13:50発走,16,トロピカルストーム,ルメー,3.6,2,低速バランス,,1,0,45,59,70,71,59,58,76,20,1,,12.0,3.0,1.0,1.0,3.0,4.0,1.0,3,1,3.0
阪神9R　ヤマボウシ賞２歳(馬齢)　ダ1400ｍ　14:25発走,01,チュウワフライヤー,川田将,3.1,1,低速スタミナ,カスリ,2,5,66,67,60,56,53,41,51,0,3,,2.0,2.0,2.0,5.0,6.0,7.0,2.0,4,1,4.1
阪神9R　ヤマボウシ賞２歳(馬齢)　ダ1400ｍ　14:25発走,02,ナンヨーイザヨイ,ルメー,6.5,3,高速底力,,13,35,48,47,47,25,27,15,45,-32,13,,7.0,7.0,9.0,13.0,13.0,13.0,6.0,3,7,12.7
阪神9R　ヤマボウシ賞２歳(馬齢)　ダ1400ｍ　14:25発走,03,プロトイチバンボシ,藤岡佑,39.7,12,中速底力,カスリ,11,32,44,45,50,40,41,38,39,-15,10,,9.0,9.0,7.0,12.0,11.0,9.0,13.0,6,12,88.7
阪神9R　ヤマボウシ賞２歳(馬齢)　ダ1400ｍ　14:25発走,04,ホールドユアハンド,北村友,22.5,10,中速底力,カスリ,1,0,52,52,51,64,64,51,43,2,2,,5.0,5.0,6.0,1.0,1.0,2.0,10.0,8,8,19.0
阪神9R　ヤマボウシ賞２歳(馬齢)　ダ1400ｍ　14:25発走,05,サルサレイア,丸山元,16.3,8,超低速スタミナ,,8,20,45,56,72,46,38,49,40,-3,7,,8.0,4.0,1.0,9.0,12.0,3.0,12.0,2,9,19.2
阪神9R　ヤマボウシ賞２歳(馬齢)　ダ1400ｍ　14:25発走,06,アールロッソ,松山弘,10.7,6,中速スタミナ,ピッタリ,3,6,67,68,60,58,54,56,46,10,1,,1.0,1.0,2.0,4.0,5.0,1.0,3.0,1,3,6.2
阪神9R　ヤマボウシ賞２歳(馬齢)　ダ1400ｍ　14:25発走,07,タガノカルラ,太宰啓,8.1,5,低速底力,,5,12,43,39,38,60,64,42,46,-4,8,,11.0,11.0,12.0,2.0,1.0,6.0,3.0,5,4,8.9
阪神9R　ヤマボウシ賞２歳(馬齢)　ダ1400ｍ　14:25発走,08,ジョウラン,武　豊,15.0,7,中速スタミナ,ピッタリ,6,15,65,62,52,52,51,46,44,-2,6,,3.0,3.0,5.0,6.0,8.0,4.0,9.0,9,6,12.5
阪神9R　ヤマボウシ賞２歳(馬齢)　ダ1400ｍ　14:25発走,09,パブロフテソーロ,丹内祐,7.1,4,高速底力,,12,33,40,38,42,41,44,26,46,-20,12,,12.0,12.0,10.0,11.0,10.0,12.0,3.0,7,5,9.2
阪神9R　ヤマボウシ賞２歳(馬齢)　ダ1400ｍ　14:25発走,10,ウインバルドル,高倉稜,44.5,13,低速底力,,10,23,50,46,41,45,48,33,43,-16,11,,6.0,8.0,11.0,10.0,9.0,11.0,10.0,12,13,118.1
阪神9R　ヤマボウシ賞２歳(馬齢)　ダ1400ｍ　14:25発走,11,フォートワズワース,松若風,4.6,2,低速スタミナ,カスリ,9,21,34,37,49,52,53,34,58,0,4,,13.0,13.0,8.0,6.0,6.0,10.0,1.0,10,2,4.3
阪神9R　ヤマボウシ賞２歳(馬齢)　ダ1400ｍ　14:25発走,12,ニシノフルバンク,幸英明,19.9,9,低速スタミナ,カスリ,7,15,44,48,56,59,56,46,45,-1,5,,9.0,6.0,4.0,3.0,3.0,4.0,6.0,13,10,31.7
阪神9R　ヤマボウシ賞２歳(馬齢)　ダ1400ｍ　14:25発走,13,アロゴ,藤岡康,26.0,11,低速スタミナ,カスリ,4,10,53,45,33,50,56,40,45,-7,9,,4.0,9.0,13.0,8.0,3.0,8.0,6.0,11,11,44.0
阪神10R　芦屋川特別３歳上(定量)　芝1200ｍ　15:00発走,01,ロッテンマイヤー,川田将,5.9,3,低速瞬発,,2,1,74,74,62,39,30,55,67,0,5,,1.0,1.0,3.0,15.0,16.0,10.0,3.0,2,2,6.8
